Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
Clinton Lays Out Energy Plan: [National Desk],"  While Mr. Obama's climate change goals, driven by regulations from the Environmental Protection Agency, would lift the nation's renewable power to about 20 to 25 percent, according to E.P.A. estimates, the rest of the increase, experts said, will be impossible without new laws requiring renewable power.",1699145399,Newspapers,"Trip Gabriel;Davenport, Coral", NYTIAO," Congress
921120 , Environmental Protection Agency--EPA
924110"," Copyright New York Times Company Jul 28, 2015", News," Jul 28, 2015",0362-4331, English, English, A.1," New York, N.Y.","Jul 28, 2015",New York Times,2015,https://search.proquest.com/docview/1699145399?accountid=14902, A.1," Environmental protection , Climate change , Pipelines , Presidential elections , Environmental policy , United States--US , Sanders, Bernard , Clinton, Hillary",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Clinton+Lays+Out+Energy+Plan%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-07-28&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Trip+Gabriel%3BDavenport%2C+Coral&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"China's Global Ambitions, Cash and Strings Attached: [News; Series]","  Across the country in villages and towns, Chinese money is going to build roads, highways, bridges, hospitals, even a network of surveillance cameras stretching to the Galápagos Islands. China's state-owned development bank has surpassed the World Bank in international lending.",1698770739,Newspapers,"Krauss, Clifford;Bradsher, Keith", NYTIAO," International Bank for Reconstruction & Development--World Bank
928120"," Copyright New York Times Company Jul 26, 2015", Feature," Jul 26, 2015",0362-4331, English, English, A.1," New York, N.Y.","Jul 26, 2015",New York Times,2015,https://search.proquest.com/docview/1698770739?accountid=14902, A.1," Surveillance , Banking , International lending , Securities markets , Roads & highways , China , Ecuador , Xi Jinping",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=China%27s+Global+Ambitions%2C+Cash+and+Strings+Attached%3A+%5BNews%3B+Series%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-07-26&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Krauss%2C+Clifford%3BBradsher%2C+Keith&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Innovation Sputters in Battle Against Carbon: [Business/Financial Desk],"  Smart grid technologies have enabled owners of solar homes to buy power from the grid when the sun is down and sell it back when it is shining, and new business models have encouraged a boom in residential solar installations. To keep up with rising demand for electricity, solar energy might have to supply 27 percent of electric power by 2050, according to one model by the International Energy Agency that assumes nuclear power will be constrained by high costs and public opposition.",1697668648,Newspapers,"Porter, Eduardo", NYTIAO," International Energy Agency
541720
926130
928120 , Intergovernmental Panel on Climate Change
541712
928120"," Copyright New York Times Company Jul 22, 2015", Commentary," Jul 22, 2015",0362-4331, English, English, B.1," New York, N.Y.","Jul 22, 2015",New York Times,2015,https://search.proquest.com/docview/1697668648?accountid=14902, B.1," Solar energy , Environmental protection , Alternative energy sources , Nuclear power plants , Sun , Electricity distribution , Quantum dots , Carbon dioxide , Carbon sequestration , Climate change , Coal-fired power plants , Smart grid technology , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Innovation+Sputters+in+Battle+Against+Carbon%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-07-22&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Porter%2C+Eduardo&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Shale Gas and Climate Change: Commentary,"  There are many people, of course, who believe that natural gas shouldn't have any role at all in the climate change fight; while it may emit half the carbon dioxide of coal, it is still a fossil fuel that will keep us from going all-in on renewable energy.",1695931957,Newspapers,"Nocera, Joe", NYTIAO," Council on Foreign Relations
541720
813910"," Copyright New York Times Company Jul 14, 2015", Commentary," Jul 14, 2015",0362-4331, English, English, A.21," New York, N.Y.","Jul 14, 2015",New York Times,2015,https://search.proquest.com/docview/1695931957?accountid=14902, A.21," Natural gas , Climate change , Emissions , Industrial plant emissions , International relations , Environmental policy , Carbon dioxide",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Shale+Gas+and+Climate+Change%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-07-14&amp;volume=&amp;issue=&amp;spage=A.21&amp;au=Nocera%2C+Joe&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Governors Signal Intent to Thwart Climate Rules: [National Desk],"  States, for example, could submit plans to shut down heavily polluting coal plants, replacing them with natural gas plants and wind, solar and nuclear power generators, and to improve energy efficiency in buildings.",1692904308,Newspapers,"Davenport, Coral", NYTIAO," Environmental Protection Agency--EPA
924110"," Copyright New York Times Company Jul 3, 2015", News," Jul 3, 2015",0362-4331, English, English, A.13," New York, N.Y.","Jul 3, 2015",New York Times,2015,https://search.proquest.com/docview/1692904308?accountid=14902, A.13," Climate change , Governors , Energy policy , Emission standards , Coal-fired power plants , Federal regulation , United States--US , Jindal, Bobby , Fallin, Mary , Pence, Mike , Abbott, Greg",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Governors+Signal+Intent+to+Thwart+Climate+Rules%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-07-03&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Davenport%2C+Coral&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Tackling Climate Change, One Class at a Time: [Business/Financial Desk]",  [...]Mr. Soares ended up burning about a cord less of wood -- typically about a $200 savings -- this winter and was so satisfied with the results that he now plans to insulate a drafty 1880s farmhouse he is buying.,1692222560,Newspapers,"Cardwell, Diane", NYTIAO," College of the Atlantic
611310"," Copyright New York Times Company Jul 1, 2015", News," Jul 1, 2015",0362-4331, English, English, B.1," New York, N.Y.","Jul 1, 2015",New York Times,2015,https://search.proquest.com/docview/1692222560?accountid=14902, B.1," Colleges & universities , Environmental protection , Curricula , Alternative energy , Mount Desert Island , Acadia National Park",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Tackling+Climate+Change%2C+One+Class+at+a+Time%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-07-01&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Cardwell%2C+Diane&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Invisible Hand Is Kept Off Carbon: [Business/Financial Desk],"  Sebastian Rausch, from the Center for Economic Research at ETH University in Zurich, and Valerie J. Karplus from the Massachusetts Institute of Technology have modeled how a cap-and-trade policy would look compared to a variety of regulatory options -- including a federal renewable portfolio standard, a clean energy standard, fuel economy standards and the like.",1692222558,Newspapers,"Porter, Eduardo", NYTIAO,," Copyright New York Times Company Jul 1, 2015", Commentary," Jul 1, 2015",0362-4331, English, English, B.1," New York, N.Y.","Jul 1, 2015",New York Times,2015,https://search.proquest.com/docview/1692222558?accountid=14902, B.1," Emissions trading , Climate change , Environmental protection , Carbon",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Invisible+Hand+Is+Kept+Off+Carbon%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-07-01&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Porter%2C+Eduardo&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Justices' Ruling on Toxic Emissions: [Letter],,1692222550,Newspapers,, NYTIAO,," Copyright New York Times Company Jul 1, 2015", Letter," Jul 1, 2015",0362-4331, English, English, A.28," New York, N.Y.","Jul 1, 2015",New York Times,2015,https://search.proquest.com/docview/1692222550?accountid=14902, A.28,,,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Justices%27+Ruling+on+Toxic+Emissions%3A+%5BLetter%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-07-01&amp;volume=&amp;issue=&amp;spage=A.28&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Justices Block the Obama Administration's Limits on Power Plant Emissions: [National Desk],"  The Supreme Court on Monday blocked one of the Obama administration's most ambitious environmental initiatives, an Environmental Protection Agency regulation meant to limit emissions of mercury and other toxic pollutants from coal-fired power plants.",1691984190,Newspapers,"Liptak, Adam;Davenport, Coral", NYTIAO," Environmental Protection Agency--EPA
924110 , Supreme Court-US
922110"," Copyright New York Times Company Jun 30, 2015", News," Jun 30, 2015",0362-4331, English, English, A.12," New York, N.Y.","Jun 30, 2015",New York Times,2015,https://search.proquest.com/docview/1691984190?accountid=14902, A.12," Environmental protection , Emissions , Costs , Industrial plant emissions , Regulation , Emission standards , Supreme Court decisions , California , United States--US , Obama, Barack",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Justices+Block+the+Obama+Administration%27s+Limits+on+Power+Plant+Emissions%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-06-30&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Liptak%2C+Adam%3BDavenport%2C+Coral&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Smithsonian Will Tighten Its Guidelines on Disclosure: [National Desk],"  Last month, the journal Science retracted a high-profile study in the field of behavioral research that purported to show that many voters' minds about same-sex marriage could be changed by one-on-one advocacy from gay people with a personal stake in the issue.",1691574443,Newspapers,"Gillis, Justin", NYTIAO," National Science Foundation
923110 , Smithsonian Institution
712110"," Copyright New York Times Company Jun 27, 2015", News," Jun 27, 2015",0362-4331, English, English, A.10," New York, N.Y.","Jun 27, 2015",New York Times,2015,https://search.proquest.com/docview/1691574443?accountid=14902, A.10," Research funding , Disclosure , Conflicts of interest , Guidelines , Soon, Wei-Hock",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Smithsonian+Will+Tighten+Its+Guidelines+on+Disclosure%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-06-27&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Gillis%2C+Justin&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Climate Change Calls for Science, Not Hope: [Business/Financial Desk]","  On Tuesday, they argued in a letter to the White House that allowing the burning of biomass to help reduce consumption of fossil fuels in the nation's power plants, as proposed by the Environmental Protection Agency, would violate the Clean Air Act.",1690592413,Newspapers,"Porter, Eduardo", NYTIAO,," Copyright New York Times Company Jun 24, 2015", Commentary," Jun 24, 2015",0362-4331, English, English, B.1," New York, N.Y.","Jun 24, 2015",New York Times,2015,https://search.proquest.com/docview/1690592413?accountid=14902, B.1," Emissions , Environmental protection , Climate change , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Climate+Change+Calls+for+Science%2C+Not+Hope%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-06-24&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Porter%2C+Eduardo&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Fracking and the Franciscans: Commentary,"  [...]a recent Environmental Protection Agency study found that there was no evidence that fracking was causing widespread harm to the nation's water supply. A study by the Breakthrough Institute found coal-powered electricity declined to 37 percent from 50 percent of the generation mix between 2007 and 2012. Because natural gas has just half as much global-warming potential as coal, energy-related carbon emissions have declined more in the U.S. than in any other country over that time.",1690306799,Newspapers,"Brooks, David", NYTIAO,," Copyright New York Times Company Jun 23, 2015", Commentary," Jun 23, 2015",0362-4331, English, English, A.23," New York, N.Y.","Jun 23, 2015",New York Times,2015,https://search.proquest.com/docview/1690306799?accountid=14902, A.23," Environmental protection , Capitalism , Hydraulic fracturing , Self interest , Papal documents , Global warming , Francis (Pope)",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Fracking+and+the+Franciscans%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2015-06-23&amp;volume=&amp;issue=&amp;spage=A.23&amp;au=Brooks%2C+David&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
