Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
How Kennedy country became Trump country: Political tides have turned in eastern Kentucky,,2000981686,Newspapers,"Hampson, Rick",," Republican Party
813940 , Democratic Party
813940", (Copyright (c) 2018 USA Today. All Rights Reserved.), News," Feb 12, 2018",0734-7456, English, English, A.1," McLean, Va.","Feb 12, 2018",USA TODAY,2018,https://search.proquest.com/docview/2000981686?accountid=14902, A.1," Drug overdose , Living conditions , Local elections , Poverty , Politics , Native reservations , Political parties , Presidential elections , Assassinations & assassination attempts , Vietnam War , Coal , Voter behavior , Trump, Donald J , Eastern Kentucky , New York , United States--US , Mississippi , Kennedy, John Fitzgerald (1917-63) , California , Kentucky , Johnson, Lyndon Baines (1908-73)",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=How+Kennedy+country+became+Trump+country%3A+Political+tides+have+turned+in+eastern+Kentucky&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2018-02-12&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Hampson%2C+Rick&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Can Winter Olympics beat climate change?: Snow sports and family traditions are at stake,,1999466778,Newspapers,"Nyman, Steven",,, (Copyright (c) 2018 USA Today. All Rights Reserved.), News," Feb 9, 2018",0734-7456, English, English, A.7," McLean, Va.","Feb 9, 2018",USA TODAY,2018,https://search.proquest.com/docview/1999466778?accountid=14902, A.7," Olympic games , Winter sports , Energy , Skiing , Fossil fuels , Clean technology , Carbon , Snow , Climate change , United States--US , South Korea , Utah",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Can+Winter+Olympics+beat+climate+change%3F%3A+Snow+sports+and+family+traditions+are+at+stake&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2018-02-09&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Nyman%2C+Steven&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Warming could soon exceed Paris accord levels,,1993912173,Newspapers,"Rice, Doyle",," National Aeronautics & Space Administration--NASA
927110 , National Oceanic & Atmospheric Administration--NOAA
924120", (Copyright (c) 2018 USA Today. All Rights Reserved.), News," Feb 5, 2018",0734-7456, English, English, A.3," McLean, Va.","Feb 5, 2018",USA TODAY,2018,https://search.proquest.com/docview/1993912173?accountid=14902, A.3," Greenhouse gases , Paris Agreement , Weather , Global warming , Climate change , High temperature , United States--US , United Kingdom--UK",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Warming+could+soon+exceed+Paris+accord+levels&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2018-02-05&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Rice%2C+Doyle&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
President Trump and tax cuts are a success: It is time to give the president a fair shake,,1980914714,Newspapers,"Varvel, Gary",,, (Copyright (c) 2017 USA Today. All Rights Reserved.), News," Dec 28, 2017",0734-7456, English, English, A.5," McLean, Va.","Dec 28, 2017",USA TODAY,2017,https://search.proquest.com/docview/1980914714?accountid=14902, A.5," Presidents , Tax cuts , Economic growth , Gross Domestic Product--GDP , Trump, Donald J",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=President+Trump+and+tax+cuts+are+a+success%3A+It+is+time+to+give+the+president+a+fair+shake&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2017-12-28&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Varvel%2C+Gary&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Administrator aims to reshape EPA culture: Pruitt opens advisory boards to industry voices,,1969657692,Newspapers,"King, Ledyard",," New York Times Co
511110
511120
515112
515120 , Environmental Protection Agency--EPA
924110", (Copyright (c) 2017 USA Today. All Rights Reserved.), News," Nov 29, 2017",0734-7456, English, English, A.4," McLean, Va.","Nov 29, 2017",USA TODAY,2017,https://search.proquest.com/docview/1969657692?accountid=14902, A.4," Coal-fired power plants , Climate change , Whitman, Christine Todd , Bush, George W , Oklahoma",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Administrator+aims+to+reshape+EPA+culture%3A+Pruitt+opens+advisory+boards+to+industry+voices&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2017-11-29&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=King%2C+Ledyard&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Germany falters on climate change leadership,,1966524714,Newspapers,,," European Union
926110
928120", (Copyright (c) 2017 USA Today. All Rights Reserved.)," Opinions , Editorial"," Nov 21, 2017",0734-7456, English, English, A.5," McLean, Va.","Nov 21, 2017",USA TODAY,2017,https://search.proquest.com/docview/1966524714?accountid=14902, A.5," Emissions , Carbon dioxide , Global warming , Paris Agreement , Climate change , Coal , Editorials , Environmental protection , Political leadership , Trump, Donald J , Germany , United States--US , Merkel, Angela", EDITORIAL,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Germany+falters+on+climate+change+leadership&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2017-11-21&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Germany is on track to meet our targets,,1966524597,Newspapers,"Wittig, Peter",,, (Copyright (c) 2017 USA Today. All Rights Reserved.), News," Nov 21, 2017",0734-7456, English, English, A.5," McLean, Va.","Nov 21, 2017",USA TODAY,2017,https://search.proquest.com/docview/1966524597?accountid=14902, A.5," Coal-fired power plants , Electricity , Paris Agreement , Emissions , Industrial plant emissions , United States--US , Germany , Georgia , Merkel, Angela",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Germany+is+on+track+to+meet+our+targets&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2017-11-21&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Wittig%2C+Peter&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Climate report won't stop EPA rollback: Government targets Clean Power Plan,,1961861578,Newspapers,"King, Ledyard",," Congress
921120 , Supreme Court-US
922110 , Environmental Protection Agency--EPA
924110 , Natural Resources Defense Council
813312", (Copyright (c) 2017 USA Today. All Rights Reserved.), News," Nov 9, 2017",0734-7456, English, English, A.3," McLean, Va.","Nov 9, 2017",USA TODAY,2017,https://search.proquest.com/docview/1961861578?accountid=14902, A.3," Carbon , Climate change , United States--US , Oklahoma , Obama, Barack",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Climate+report+won%27t+stop+EPA+rollback%3A+Government+targets+Clean+Power+Plan&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2017-11-09&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=King%2C+Ledyard&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Focus on innovation, not mandates",,1959281552,Newspapers,,," US Chamber of Commerce
813910", (Copyright (c) 2017 USA Today. All Rights Reserved.), News," Oct 30, 2017",0734-7456, English, English, A.5," McLean, Va.","Oct 30, 2017",USA TODAY,2017,https://search.proquest.com/docview/1959281552?accountid=14902, A.5," Emissions , Climate change , Chambers of commerce",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Focus+on+innovation%2C+not+mandates&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2017-10-30&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"As globe warms, Trump doubles down on fossil fuels",,1959253378,Newspapers,,," Environmental Protection Agency--EPA
924110", (Copyright (c) 2017 USA Today. All Rights Reserved.), News," Oct 30, 2017",0734-7456, English, English, A.5," McLean, Va.","Oct 30, 2017",USA TODAY,2017,https://search.proquest.com/docview/1959253378?accountid=14902, A.5," Greenhouse gases , Emissions , Greenhouse effect , Industrial plant emissions , Climate change , Coal , Carbon dioxide , Natural gas , United States--US , Southern California , Pruitt, Scott , Trump, Donald J",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=As+globe+warms%2C+Trump+doubles+down+on+fossil+fuels&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2017-10-30&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Undoing Clean Power Plan will be grueling struggle: Once the research and studies are done, bring on the lawyers",,1948901563,Newspapers,"King, Ledyard",," Environmental Protection Agency--EPA
924110 , Natural Resources Defense Council
813312", (Copyright (c) 2017 USA Today. All Rights Reserved.), News," Oct 10, 2017",0734-7456, English, English, A.4," McLean, Va.","Oct 10, 2017",USA TODAY,2017,https://search.proquest.com/docview/1948901563?accountid=14902, A.4," Pollutants , Regulation , Electricity , Electricity distribution , Emissions , Carbon , Rule of law , Presidents , Coal-fired power plants , Climate change , Industrial plant emissions , Litigation , United States--US , China , McConnell, Mitch , Oklahoma",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Undoing+Clean+Power+Plan+will+be+grueling+struggle%3A+Once+the+research+and+studies+are+done%2C+bring+on+the+lawyers&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2017-10-10&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=King%2C+Ledyard&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Prevent another disaster, act on climate change",,1933672421,Newspapers,,," Coast Guard-US
928110", (Copyright (c) 2017 USA Today. All Rights Reserved.), News," Aug 30, 2017",0734-7456, English, English, A.6," McLean, Va.","Aug 30, 2017",USA TODAY,2017,https://search.proquest.com/docview/1933672421?accountid=14902, A.6," Climate change , Trump, Donald J , Texas , Florida",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Prevent+another+disaster%2C+act+on+climate+change&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2017-08-30&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Stalled on health care, Trump hits high gear on his energy agenda: U.S. policy has taken 'a 180-degree turn' under his direction",,1931925646,Newspapers,"Collins, Michael",," Sierra Club
813312 , Congress
921120 , Indiana University
611310 , Environmental Protection Agency--EPA
924110", (Copyright (c) 2017 USA Today. All Rights Reserved.), News," Aug 25, 2017",0734-7456, English, English, A.5," McLean, Va.","Aug 25, 2017",USA TODAY,2017,https://search.proquest.com/docview/1931925646?accountid=14902, A.5," Natural gas utilities , Energy policy , Energy industry , Arctic Ocean , United States--US , Obama, Barack , Trump, Donald J",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=Stalled+on+health+care%2C+Trump+hits+high+gear+on+his+energy+agenda%3A+U.S.+policy+has+taken+%27a+180-degree+turn%27+under+his+direction&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2017-08-25&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Collins%2C+Michael&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
NOAA confirms 2016 as the hottest year on record,,1927723706,Newspapers,"Rice, Doyle",," Pennsylvania State University
611310 , United Nations--UN
928120 , National Oceanic & Atmospheric Administration--NOAA
924120 , American Meteorological Society
813920", (Copyright (c) 2017 USA Today. All Rights Reserved.), News," Aug 11, 2017",0734-7456, English, English, A.2," McLean, Va.","Aug 11, 2017",USA TODAY,2017,https://search.proquest.com/docview/1927723706?accountid=14902, A.2," Greenhouse gases , Studies , Climate change , Ice , Sea level , United States--US , Pacific Ocean",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anorthcentralnews&amp;atitle=NOAA+confirms+2016+as+the+hottest+year+on+record&amp;title=USA+TODAY&amp;issn=07347456&amp;date=2017-08-11&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Rice%2C+Doyle&amp;isbn=&amp;jtitle=USA+TODAY&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
